Nr;Dzien;Godzina;Temperatura
3211;13.12.2022;08:57;1.2
3212;13.12.2022;09:09;1.3
3213;13.12.2022;09:21;1.2
3214;13.12.2022;09:33;1.5
3215;13.12.2022;09:45;1.2
3216;13.12.2022;09:57;1.6
3217;13.12.2022;10:09;1.2
3218;13.12.2022;10:21;1.6
3219;13.12.2022;10:33;1.4
3220;13.12.2022;10:45;1.2
3221;13.12.2022;10:57;1.1
3222;13.12.2022;11:09;1.6
3223;13.12.2022;11:21;1.5
3224;13.12.2022;11:33;1.6
3225;13.12.2022;11:45;1.4
3226;13.12.2022;11:57;1.5
3227;13.12.2022;12:09;1.5
3228;13.12.2022;12:21;1
3229;13.12.2022;12:33;1.1
3230;13.12.2022;12:45;1.1
3231;13.12.2022;12:57;1
3232;13.12.2022;13:09;1.4
3233;13.12.2022;13:21;1.3
3234;13.12.2022;13:33;1.1
3235;13.12.2022;13:45;1.3
3236;13.12.2022;13:57;1.4
3237;13.12.2022;14:09;1.4
3238;13.12.2022;14:21;1.5
3239;13.12.2022;14:33;1.5
3240;13.12.2022;14:45;1.1
3241;13.12.2022;14:57;1.5
3242;13.12.2022;15:09;1.4
3243;13.12.2022;15:21;1.1
3244;13.12.2022;15:33;1.5
3245;13.12.2022;15:45;1.4
3246;13.12.2022;15:57;1.1
3247;13.12.2022;16:09;1.5
3248;13.12.2022;16:21;1.2
3249;13.12.2022;16:33;1.2
3250;13.12.2022;16:45;1.5
3251;13.12.2022;16:57;1.4
3252;13.12.2022;17:09;1.2
3253;13.12.2022;17:21;1.1
3254;13.12.2022;17:33;1.1
3255;13.12.2022;17:45;1.2
3256;13.12.2022;17:57;1.3
3257;13.12.2022;18:09;1.2
3258;13.12.2022;18:21;1.1
3259;13.12.2022;18:33;1
3260;13.12.2022;18:45;1.2
3261;13.12.2022;18:57;1.5
3262;13.12.2022;19:09;1.2
3263;13.12.2022;19:21;1.2
3264;13.12.2022;19:33;1.6
3265;13.12.2022;19:45;1.1
3266;13.12.2022;19:57;1
3267;13.12.2022;20:09;1.5
3268;13.12.2022;20:21;1.6
3269;13.12.2022;20:33;1.4
3270;13.12.2022;20:45;1.1
3271;13.12.2022;20:57;1.4
3272;13.12.2022;21:09;1.3
3273;13.12.2022;21:21;1.2
3274;13.12.2022;21:33;1.1
3275;13.12.2022;21:45;1.3
3276;13.12.2022;21:57;1.4
3277;13.12.2022;22:09;1.2
3278;13.12.2022;22:21;1.2
3279;13.12.2022;22:33;1.2
3280;13.12.2022;22:45;1.3
3281;13.12.2022;22:57;1.4
3282;13.12.2022;23:09;1.3
3283;13.12.2022;23:21;1.3
3284;13.12.2022;23:33;1.3
3285;13.12.2022;23:45;1.2
3286;13.12.2022;23:57;1.5
3287;14.12.2022;00:09;1.3
3288;14.12.2022;00:21;1.5
3289;14.12.2022;00:33;1.3
3290;14.12.2022;00:45;1.3
3291;14.12.2022;00:57;1.5
3292;14.12.2022;01:09;1.1
3293;14.12.2022;01:21;1.2
3294;14.12.2022;01:33;1.6
3295;14.12.2022;01:45;1.3
3296;14.12.2022;01:57;1.1
3297;14.12.2022;02:09;1.3
3298;14.12.2022;02:21;1.3
3299;14.12.2022;02:33;1.2
3300;14.12.2022;02:45;1.5
3301;14.12.2022;02:57;1.2
3302;14.12.2022;03:09;1.2
3303;14.12.2022;03:21;1.1
3304;14.12.2022;03:33;1.1
3305;14.12.2022;03:45;1
3306;14.12.2022;03:57;1
3307;14.12.2022;04:09;1.4
3308;14.12.2022;04:21;1.1
3309;14.12.2022;04:33;1.4
3310;14.12.2022;04:45;1.3
3311;14.12.2022;04:57;1.5
3312;14.12.2022;05:09;1.5
3313;14.12.2022;05:21;1.1
3314;14.12.2022;05:33;1.4
3315;14.12.2022;05:45;1.4
3316;14.12.2022;05:57;1.4
3317;14.12.2022;06:09;1
3318;14.12.2022;06:21;1.2
3319;14.12.2022;06:33;1.6
3320;14.12.2022;06:45;1.3
3321;14.12.2022;06:57;1.1
3322;14.12.2022;07:09;1.1
3323;14.12.2022;07:21;1.1
3324;14.12.2022;07:33;1.2
3325;14.12.2022;07:45;1.1
3326;14.12.2022;07:57;1.2
3327;14.12.2022;08:09;1.1
3328;14.12.2022;08:21;1.2
3329;14.12.2022;08:33;1.5
3330;14.12.2022;08:45;1.2
3331;14.12.2022;08:57;1.5
3332;14.12.2022;09:09;1.4
3333;14.12.2022;09:21;1.4
3334;14.12.2022;09:33;1
3335;14.12.2022;09:45;1
3336;14.12.2022;09:57;1.5
3337;14.12.2022;10:09;1
3338;14.12.2022;10:21;1.4
3339;14.12.2022;10:33;1
3340;14.12.2022;10:45;1.5
3341;14.12.2022;10:57;1.2
3342;14.12.2022;11:09;1.4
3343;14.12.2022;11:21;1.5
3344;14.12.2022;11:33;1.6
3345;14.12.2022;11:45;1.6
3346;14.12.2022;11:57;1.3
3347;14.12.2022;12:09;1
3348;14.12.2022;12:21;1
3349;14.12.2022;12:33;1
3350;14.12.2022;12:45;1.5
3351;14.12.2022;12:57;1.6
3352;14.12.2022;13:09;1.5
3353;14.12.2022;13:21;1.2
3354;14.12.2022;13:33;1.4
3355;14.12.2022;13:45;1.2
3356;14.12.2022;13:57;1.1
3357;14.12.2022;14:09;1.2
3358;14.12.2022;14:21;1.2
3359;14.12.2022;14:33;1.6
3360;14.12.2022;14:45;1.3
3361;14.12.2022;14:57;1.2
3362;14.12.2022;15:09;1.5
3363;14.12.2022;15:21;1.1
3364;14.12.2022;15:33;1.4
3365;14.12.2022;15:45;1.5
3366;14.12.2022;15:57;1.1
3367;14.12.2022;16:09;1.2
3368;14.12.2022;16:21;1.2
3369;14.12.2022;16:33;1.5
3370;14.12.2022;16:45;1.5
3371;14.12.2022;16:57;1.1
3372;14.12.2022;17:09;1.1
3373;14.12.2022;17:21;1.4
3374;14.12.2022;17:33;1.3
3375;14.12.2022;17:45;1.4
3376;14.12.2022;17:57;1.1
3377;14.12.2022;18:09;1.1
3378;14.12.2022;18:21;1.4
3379;14.12.2022;18:33;1.4
3380;14.12.2022;18:45;1.2
3381;14.12.2022;18:57;1
3382;14.12.2022;19:09;1.1
3383;14.12.2022;19:21;1.1
3384;14.12.2022;19:33;1.2
3385;14.12.2022;19:45;1
3386;14.12.2022;19:57;0.9
3387;14.12.2022;20:09;0.7
3388;14.12.2022;20:21;0.7
3389;14.12.2022;20:33;0.8
3390;14.12.2022;20:45;0.9
3391;14.12.2022;20:57;1.1
3392;14.12.2022;21:09;1.5
3393;14.12.2022;21:21;1.4
3394;14.12.2022;21:33;1.2
3395;14.12.2022;21:45;1.2
3396;14.12.2022;21:57;1.6
3397;14.12.2022;22:09;1.3
3398;14.12.2022;22:21;1.1
3399;14.12.2022;22:33;1.2
3400;14.12.2022;22:45;1.1
3401;14.12.2022;22:57;1.5
3402;14.12.2022;23:09;1.3
3403;14.12.2022;23:21;1.2
3404;14.12.2022;23:33;1.4
3405;14.12.2022;23:45;1.6
3406;14.12.2022;23:57;1.1
3407;15.12.2022;00:09;1.5
3408;15.12.2022;00:21;1.6
3409;15.12.2022;00:33;1
3410;15.12.2022;00:45;1.4
3411;15.12.2022;00:57;1.5
3412;15.12.2022;01:09;1.2
3413;15.12.2022;01:21;1
3414;15.12.2022;01:33;1.6
3415;15.12.2022;01:45;1.2
3416;15.12.2022;01:57;1.2
3417;15.12.2022;02:09;1.3
3418;15.12.2022;02:21;1.1
3419;15.12.2022;02:33;1.5
3420;15.12.2022;02:45;1.4
3421;15.12.2022;02:57;1
3422;15.12.2022;03:09;1.5
3423;15.12.2022;03:21;1
3424;15.12.2022;03:33;1
3425;15.12.2022;03:45;1.2
3426;15.12.2022;03:57;1.4
3427;15.12.2022;04:09;1.4
3428;15.12.2022;04:21;1.5
3429;15.12.2022;04:33;1.3
3430;15.12.2022;04:45;1
3431;15.12.2022;04:57;1.3
3432;15.12.2022;05:09;1.1
3433;15.12.2022;05:21;1.5
3434;15.12.2022;05:33;1.3
3435;15.12.2022;05:45;1.5
3436;15.12.2022;05:57;1.3
3437;15.12.2022;06:09;1.3
3438;15.12.2022;06:21;1.4
3439;15.12.2022;06:33;1.4
3440;15.12.2022;06:45;1.1
3441;15.12.2022;06:57;1.6
3442;15.12.2022;07:09;1.3
3443;15.12.2022;07:21;1.1
3444;15.12.2022;07:33;1.2
3445;15.12.2022;07:45;1.1
3446;15.12.2022;07:57;1.5
3447;15.12.2022;08:09;1.1
3448;15.12.2022;08:21;1
3449;15.12.2022;08:33;1.6
3450;15.12.2022;08:45;1.5
3451;15.12.2022;08:57;1.3
3452;15.12.2022;09:09;1.1
3453;15.12.2022;09:21;1.5
3454;15.12.2022;09:33;1.2
3455;15.12.2022;09:45;1.6
3456;15.12.2022;09:57;1.6
3457;15.12.2022;10:09;1.1
3458;15.12.2022;10:21;1.6
3459;15.12.2022;10:33;1.1
3460;15.12.2022;10:45;1.4
3461;15.12.2022;10:57;1.1
3462;15.12.2022;11:09;1.2
3463;15.12.2022;11:21;1
3464;15.12.2022;11:33;1.5
3465;15.12.2022;11:45;1.5
3466;15.12.2022;11:57;1.6
3467;15.12.2022;12:09;1.6
3468;15.12.2022;12:21;1.5
3469;15.12.2022;12:33;1.4
3470;15.12.2022;12:45;1.2
3471;15.12.2022;12:57;1.5
3472;15.12.2022;13:09;1.6
3473;15.12.2022;13:21;1.1
3474;15.12.2022;13:33;1.2
3475;15.12.2022;13:45;1
3476;15.12.2022;13:57;1.3
3477;15.12.2022;14:09;1.1
3478;15.12.2022;14:21;1.5
3479;15.12.2022;14:33;1.1
3480;15.12.2022;14:45;1.5
3481;15.12.2022;14:57;1.5
3482;15.12.2022;15:09;1.1
3483;15.12.2022;15:21;1.4
3484;15.12.2022;15:33;1.5
3485;15.12.2022;15:45;1.4
3486;15.12.2022;15:57;1.5
3487;15.12.2022;16:09;1.6
3488;15.12.2022;16:21;1
3489;15.12.2022;16:33;1
3490;15.12.2022;16:45;1.5
3491;15.12.2022;16:57;1.1
3492;15.12.2022;17:09;1.1
3493;15.12.2022;17:21;1.2
3494;15.12.2022;17:33;1.3
3495;15.12.2022;17:45;1.5
3496;15.12.2022;17:57;1.1
3497;15.12.2022;18:09;1.5
3498;15.12.2022;18:21;1.4
3499;15.12.2022;18:33;1.2
3500;15.12.2022;18:45;1.1
3501;15.12.2022;18:57;1.1
3502;15.12.2022;19:09;1.5
3503;15.12.2022;19:21;1.2
3504;15.12.2022;19:33;1.6
3505;15.12.2022;19:45;1.1
3506;15.12.2022;19:57;1.1
3507;15.12.2022;20:09;1.4
3508;15.12.2022;20:21;1.4
3509;15.12.2022;20:33;1
3510;15.12.2022;20:45;1.3
3511;15.12.2022;20:57;1.4
3512;15.12.2022;21:09;1.1
3513;15.12.2022;21:21;1.3
3514;15.12.2022;21:33;1.1
3515;15.12.2022;21:45;1.5
3516;15.12.2022;21:57;1.6
3517;15.12.2022;22:09;1.3
3518;15.12.2022;22:21;1.3
3519;15.12.2022;22:33;1.3
3520;15.12.2022;22:45;1.5
3521;15.12.2022;22:57;1.5
3522;15.12.2022;23:09;1.1
3523;15.12.2022;23:21;1.5
3524;15.12.2022;23:33;1.3
3525;15.12.2022;23:45;1.4
3526;15.12.2022;23:57;1.1
3527;16.12.2022;00:09;1.4
3528;16.12.2022;00:21;1.2
3529;16.12.2022;00:33;1.2
3530;16.12.2022;00:45;1.4
3531;16.12.2022;00:57;1
3532;16.12.2022;01:09;1.4
3533;16.12.2022;01:21;1.1
3534;16.12.2022;01:33;1.6
3535;16.12.2022;01:45;1.2
3536;16.12.2022;01:57;1.3
3537;16.12.2022;02:09;1.5
3538;16.12.2022;02:21;1
3539;16.12.2022;02:33;1.5
3540;16.12.2022;02:45;1.6
3541;16.12.2022;02:57;1.3
3542;16.12.2022;03:09;1.4
3543;16.12.2022;03:21;1.6
3544;16.12.2022;03:33;1.1
3545;16.12.2022;03:45;1.5
3546;16.12.2022;03:57;1.5
3547;16.12.2022;04:09;1.2
3548;16.12.2022;04:21;1.3
3549;16.12.2022;04:33;1.5
3550;16.12.2022;04:45;1.1
3551;16.12.2022;04:57;1.1
3552;16.12.2022;05:09;1.3
3553;16.12.2022;05:21;1.6
3554;16.12.2022;05:33;1.3
3555;16.12.2022;05:45;1.5
3556;16.12.2022;05:57;1.4
3557;16.12.2022;06:09;1.4
3558;16.12.2022;06:21;1
3559;16.12.2022;06:33;1.3
3560;16.12.2022;06:45;1
3561;16.12.2022;06:57;1.2
3562;16.12.2022;07:09;1.5
3563;16.12.2022;07:21;1.3
3564;16.12.2022;07:33;1.1
3565;16.12.2022;07:45;1.5
3566;16.12.2022;07:57;1.2
3567;16.12.2022;08:09;1.6
3568;16.12.2022;08:21;1.1
3569;16.12.2022;08:33;1.3
3570;16.12.2022;08:45;1.2
3571;16.12.2022;08:57;1.4
3572;16.12.2022;09:09;1.6
3573;16.12.2022;09:21;1.2
3574;16.12.2022;09:33;1.5
3575;16.12.2022;09:45;1.3
3576;16.12.2022;09:57;1.2
3577;16.12.2022;10:09;1.6
3578;16.12.2022;10:21;1
3579;16.12.2022;10:33;1.3
3580;16.12.2022;10:45;1.2
3581;16.12.2022;10:57;1.1
3582;16.12.2022;11:09;1
3583;16.12.2022;11:21;1.5
3584;16.12.2022;11:33;1.5
3585;16.12.2022;11:45;1.2
3586;16.12.2022;11:57;1.5
3587;16.12.2022;12:09;1.5
3588;16.12.2022;12:21;1.5
3589;16.12.2022;12:33;1.3
3590;16.12.2022;12:45;1.5
3591;16.12.2022;12:57;1.4
3592;16.12.2022;13:09;1.6
3593;16.12.2022;13:21;1.6
3594;16.12.2022;13:33;1.4
3595;16.12.2022;13:45;1.3
3596;16.12.2022;13:57;1.4
3597;16.12.2022;14:09;1.3
3598;16.12.2022;14:21;1
3599;16.12.2022;14:33;1.4
3600;16.12.2022;14:45;1.2
3601;16.12.2022;14:57;1.3
3602;16.12.2022;15:09;1.4
3603;16.12.2022;15:21;1.2
3604;16.12.2022;15:33;1.3
3605;16.12.2022;15:45;1.1
3606;16.12.2022;15:57;1.5
3607;16.12.2022;16:09;1.5
3608;16.12.2022;16:21;1.1
3609;16.12.2022;16:33;1.3
3610;16.12.2022;16:45;1.5
3611;16.12.2022;16:57;1.2
3612;16.12.2022;17:09;1.3
3613;16.12.2022;17:21;1.2
3614;16.12.2022;17:33;1.5
3615;16.12.2022;17:45;1.2
3616;16.12.2022;17:57;1.3
3617;16.12.2022;18:09;1.6
3618;16.12.2022;18:21;1.1
3619;16.12.2022;18:33;1.5
3620;16.12.2022;18:45;1.4
3621;16.12.2022;18:57;1.4
3622;16.12.2022;19:09;1.1
3623;16.12.2022;19:21;1.3
3624;16.12.2022;19:33;1.5
3625;16.12.2022;19:45;1.1
3626;16.12.2022;19:57;1.2
3627;16.12.2022;20:09;1.4
3628;16.12.2022;20:21;1.3
3629;16.12.2022;20:33;1.1
3630;16.12.2022;20:45;1.1
3631;16.12.2022;20:57;1.3
3632;16.12.2022;21:09;1.5
3633;16.12.2022;21:21;1.5
3634;16.12.2022;21:33;1.3
3635;16.12.2022;21:45;1.1
3636;16.12.2022;21:57;1.2
3637;16.12.2022;22:09;1.4
3638;16.12.2022;22:21;1.5
3639;16.12.2022;22:33;1.3
3640;16.12.2022;22:45;1.6
3641;16.12.2022;22:57;1.1
3642;16.12.2022;23:09;1.5
3643;16.12.2022;23:21;1
3644;16.12.2022;23:33;1.3
3645;16.12.2022;23:45;1.5
3646;16.12.2022;23:57;1.3
3647;17.12.2022;00:09;1.1
3648;17.12.2022;00:21;1
3649;17.12.2022;00:33;1
3650;17.12.2022;00:45;1
3651;17.12.2022;00:57;1
3652;17.12.2022;01:09;1.2
3653;17.12.2022;01:21;1.6
3654;17.12.2022;01:33;1
3655;17.12.2022;01:45;1.1
3656;17.12.2022;01:57;1.5
3657;17.12.2022;02:09;1.1
3658;17.12.2022;02:21;1.3
3659;17.12.2022;02:33;1.2
3660;17.12.2022;02:45;1.5
3661;17.12.2022;02:57;1.4
3662;17.12.2022;03:09;1.5
3663;17.12.2022;03:21;1.4
3664;17.12.2022;03:33;1.4
3665;17.12.2022;03:45;1.4
3666;17.12.2022;03:57;1.2
3667;17.12.2022;04:09;1.4
3668;17.12.2022;04:21;1.6
3669;17.12.2022;04:33;1.2
3670;17.12.2022;04:45;1.3
3671;17.12.2022;04:57;1.2
3672;17.12.2022;05:09;1
3673;17.12.2022;05:21;1.5
3674;17.12.2022;05:33;1
3675;17.12.2022;05:45;1.2
3676;17.12.2022;05:57;1.2
3677;17.12.2022;06:09;1
3678;17.12.2022;06:21;1.3
3679;17.12.2022;06:33;1.3
3680;17.12.2022;06:45;1
3681;17.12.2022;06:57;1.3
3682;17.12.2022;07:09;1.3
3683;17.12.2022;07:21;1.5
3684;17.12.2022;07:33;1.4
3685;17.12.2022;07:45;1.1
3686;17.12.2022;07:57;1.5
3687;17.12.2022;08:09;1.3
3688;17.12.2022;08:21;1.1
3689;17.12.2022;08:33;1.6
3690;17.12.2022;08:45;1.1
3691;17.12.2022;08:57;1.2
3692;17.12.2022;09:09;1
3693;17.12.2022;09:21;1.3
3694;17.12.2022;09:33;1.5
3695;17.12.2022;09:45;1.5
3696;17.12.2022;09:57;1.3
3697;17.12.2022;10:09;1.4
3698;17.12.2022;10:21;1.5
3699;17.12.2022;10:33;1
3700;17.12.2022;10:45;1.5
3701;17.12.2022;10:57;1.6
3702;17.12.2022;11:09;1.1
3703;17.12.2022;11:21;1.2
3704;17.12.2022;11:33;1.4
3705;17.12.2022;11:45;1.4
3706;17.12.2022;11:57;1.2
3707;17.12.2022;12:09;1
3708;17.12.2022;12:21;1.3
3709;17.12.2022;12:33;1.1
3710;17.12.2022;12:45;1.2
3711;17.12.2022;12:57;1.6
3712;17.12.2022;13:09;1.2
3713;17.12.2022;13:21;1.2
3714;17.12.2022;13:33;1.3
3715;17.12.2022;13:45;1.5
3716;17.12.2022;13:57;1.1
3717;17.12.2022;14:09;1.3
3718;17.12.2022;14:21;1.5
3719;17.12.2022;14:33;1.6
3720;17.12.2022;14:45;1.3
3721;17.12.2022;14:57;1.1
3722;17.12.2022;15:09;1.6
3723;17.12.2022;15:21;1.5
3724;17.12.2022;15:33;1.2
3725;17.12.2022;15:45;1.6
3726;17.12.2022;15:57;1.1
3727;17.12.2022;16:09;1.3
3728;17.12.2022;16:21;1.2
3729;17.12.2022;16:33;1.2
3730;17.12.2022;16:45;1
3731;17.12.2022;16:57;1.5
3732;17.12.2022;17:09;1.2
3733;17.12.2022;17:21;1.2
3734;17.12.2022;17:33;1.1
3735;17.12.2022;17:45;1.3
3736;17.12.2022;17:57;1.1
3737;17.12.2022;18:09;1.4
3738;17.12.2022;18:21;1.3
3739;17.12.2022;18:33;1.5
3740;17.12.2022;18:45;1.4
3741;17.12.2022;18:57;1.2
3742;17.12.2022;19:09;1.5
3743;17.12.2022;19:21;1.6
3744;17.12.2022;19:33;1.2
3745;17.12.2022;19:45;1.3
3746;17.12.2022;19:57;1.5
3747;17.12.2022;20:09;1.2
3748;17.12.2022;20:21;1.5
3749;17.12.2022;20:33;1.3
3750;17.12.2022;20:45;1.2
3751;17.12.2022;20:57;1.5
3752;17.12.2022;21:09;1
3753;17.12.2022;21:21;1.3
3754;17.12.2022;21:33;1.3
3755;17.12.2022;21:45;1.2
3756;17.12.2022;21:57;1.3
3757;17.12.2022;22:09;1.4
3758;17.12.2022;22:21;1.3
3759;17.12.2022;22:33;1.1
3760;17.12.2022;22:45;1.1
3761;17.12.2022;22:57;1.2
3762;17.12.2022;23:09;1.6
3763;17.12.2022;23:21;1.2
3764;17.12.2022;23:33;1.3
3765;17.12.2022;23:45;1.3
3766;17.12.2022;23:57;1.4
3767;18.12.2022;00:09;1.4
3768;18.12.2022;00:21;1.5
3769;18.12.2022;00:33;1.4
3770;18.12.2022;00:45;1.3
3771;18.12.2022;00:57;1.5
3772;18.12.2022;01:09;1.3
3773;18.12.2022;01:21;1.1
3774;18.12.2022;01:33;1
3775;18.12.2022;01:45;1.2
3776;18.12.2022;01:57;1.6
3777;18.12.2022;02:09;1.3
3778;18.12.2022;02:21;1
3779;18.12.2022;02:33;1.4
3780;18.12.2022;02:45;1.1
3781;18.12.2022;02:57;1.5
3782;18.12.2022;03:09;1.4
3783;18.12.2022;03:21;1.2
3784;18.12.2022;03:33;1.2
3785;18.12.2022;03:45;1.1
3786;18.12.2022;03:57;1.2
3787;18.12.2022;04:09;1.3
3788;18.12.2022;04:21;1
3789;18.12.2022;04:33;1.1
3790;18.12.2022;04:45;1.3
3791;18.12.2022;04:57;1.1
3792;18.12.2022;05:09;1.1
3793;18.12.2022;05:21;1.3
3794;18.12.2022;05:33;1
3795;18.12.2022;05:45;1
3796;18.12.2022;05:57;1.6
3797;18.12.2022;06:09;1.4
3798;18.12.2022;06:21;1
3799;18.12.2022;06:33;1.1
3800;18.12.2022;06:45;1.2
3801;18.12.2022;06:57;1.1
3802;18.12.2022;07:09;1.4
3803;18.12.2022;07:21;1.3
3804;18.12.2022;07:33;1.4
3805;18.12.2022;07:45;1.4
3806;18.12.2022;07:57;1.6
3807;18.12.2022;08:09;1
3808;18.12.2022;08:21;1.2
3809;18.12.2022;08:33;1.3
3810;18.12.2022;08:45;1.1
3811;18.12.2022;08:57;1.1
3812;18.12.2022;09:09;1.1
3813;18.12.2022;09:21;1.6
3814;18.12.2022;09:33;1
3815;18.12.2022;09:45;1.5
3816;18.12.2022;09:57;1.6
3817;18.12.2022;10:09;1.2
3818;18.12.2022;10:21;1.3
3819;18.12.2022;10:33;1.6
3820;18.12.2022;10:45;1.5
3821;18.12.2022;10:57;1.3
3822;18.12.2022;11:09;1.1
3823;18.12.2022;11:21;1
3824;18.12.2022;11:33;1.5
3825;18.12.2022;11:45;1.4
3826;18.12.2022;11:57;1.2
3827;18.12.2022;12:09;1.6
3828;18.12.2022;12:21;1
3829;18.12.2022;12:33;1.1
3830;18.12.2022;12:45;1.4
3831;18.12.2022;12:57;1.3
3832;18.12.2022;13:09;1.5
3833;18.12.2022;13:21;1.4
3834;18.12.2022;13:33;1.3
3835;18.12.2022;13:45;1.1
3836;18.12.2022;13:57;1.1
3837;18.12.2022;14:09;1.4
3838;18.12.2022;14:21;1
3839;18.12.2022;14:33;1.4
3840;18.12.2022;14:45;1.3
3841;18.12.2022;14:57;1.2
3842;18.12.2022;15:09;1.1
3843;18.12.2022;15:21;1.4
3844;18.12.2022;15:33;1.1
3845;18.12.2022;15:45;1.2
3846;18.12.2022;15:57;1.2
3847;18.12.2022;16:09;1.2
3848;18.12.2022;16:21;1.2
3849;18.12.2022;16:33;1.2
3850;18.12.2022;16:45;1.3
3851;18.12.2022;16:57;1.4
3852;18.12.2022;17:09;1.3
3853;18.12.2022;17:21;1.4
3854;18.12.2022;17:33;1.6
3855;18.12.2022;17:45;1.2
3856;18.12.2022;17:57;1.5
3857;18.12.2022;18:09;1.5
3858;18.12.2022;18:21;1.2
3859;18.12.2022;18:33;1.2
3860;18.12.2022;18:45;1.1
3861;18.12.2022;18:57;1.2
3862;18.12.2022;19:09;1.1
3863;18.12.2022;19:21;1.5
3864;18.12.2022;19:33;1.5
3865;18.12.2022;19:45;1.3
3866;18.12.2022;19:57;1.1
3867;18.12.2022;20:09;1.5
3868;18.12.2022;20:21;1.1
3869;18.12.2022;20:33;1.4
3870;18.12.2022;20:45;1.4
3871;18.12.2022;20:57;1.1
3872;18.12.2022;21:09;1.5
3873;18.12.2022;21:21;1.5
3874;18.12.2022;21:33;1.1
3875;18.12.2022;21:45;1.6
3876;18.12.2022;21:57;1.5
3877;18.12.2022;22:09;1
3878;18.12.2022;22:21;1
3879;18.12.2022;22:33;1.3
3880;18.12.2022;22:45;1.6
3881;18.12.2022;22:57;1.1
3882;18.12.2022;23:09;1.4
3883;18.12.2022;23:21;1.1
3884;18.12.2022;23:33;1.2
3885;18.12.2022;23:45;1.1
3886;18.12.2022;23:57;1.1
3887;19.12.2022;00:09;1.3
3888;19.12.2022;00:21;1.6
3889;19.12.2022;00:33;1.4
3890;19.12.2022;00:45;1.3
3891;19.12.2022;00:57;1.5
3892;19.12.2022;01:09;1.1
3893;19.12.2022;01:21;1.1
3894;19.12.2022;01:33;1
3895;19.12.2022;01:45;1.4
3896;19.12.2022;01:57;1.3
3897;19.12.2022;02:09;1
3898;19.12.2022;02:21;1.4
3899;19.12.2022;02:33;1.6
3900;19.12.2022;02:45;1.3
3901;19.12.2022;02:57;1.5
3902;19.12.2022;03:09;1.2
3903;19.12.2022;03:21;1.2
3904;19.12.2022;03:33;1.2
3905;19.12.2022;03:45;1.4
3906;19.12.2022;03:57;1.1
3907;19.12.2022;04:09;1.5
3908;19.12.2022;04:21;1.1
3909;19.12.2022;04:33;1.4
3910;19.12.2022;04:45;1.2
3911;19.12.2022;04:57;1.2
3912;19.12.2022;05:09;1.5
3913;19.12.2022;05:21;1.2
3914;19.12.2022;05:33;1
3915;19.12.2022;05:45;1.1
3916;19.12.2022;05:57;1
3917;19.12.2022;06:09;1.1
3918;19.12.2022;06:21;1
3919;19.12.2022;06:33;1.1
3920;19.12.2022;06:45;1.3
3921;19.12.2022;06:57;1.1
3922;19.12.2022;07:09;1.6
3923;19.12.2022;07:21;1
3924;19.12.2022;07:33;1.1
3925;19.12.2022;07:45;1.5
3926;19.12.2022;07:57;1.6
3927;19.12.2022;08:09;1.5
3928;19.12.2022;08:21;1.1
3929;19.12.2022;08:33;1.2
3930;19.12.2022;08:45;1.5
3931;19.12.2022;08:57;1.4
3932;19.12.2022;09:09;1.4
3933;19.12.2022;09:21;1.3
3934;19.12.2022;09:33;1.4
3935;19.12.2022;09:45;1.4
3936;19.12.2022;09:57;1.1
3937;19.12.2022;10:09;1.5
3938;19.12.2022;10:21;1.3
3939;19.12.2022;10:33;1.5
3940;19.12.2022;10:45;1.2
3941;19.12.2022;10:57;1.4
3942;19.12.2022;11:09;1.4
3943;19.12.2022;11:21;1.3
3944;19.12.2022;11:33;1.3
3945;19.12.2022;11:45;1.4
3946;19.12.2022;11:57;1.2
3947;19.12.2022;12:09;1.1
3948;19.12.2022;12:21;1.6
3949;19.12.2022;12:33;1.6
3950;19.12.2022;12:45;1.4
3951;19.12.2022;12:57;1
3952;19.12.2022;13:09;1.3
3953;19.12.2022;13:21;1.1
3954;19.12.2022;13:33;1.5
3955;19.12.2022;13:45;1.3
3956;19.12.2022;13:57;1.4
3957;19.12.2022;14:09;1.5
3958;19.12.2022;14:21;1.4
3959;19.12.2022;14:33;1.5
3960;19.12.2022;14:45;1.4
3961;19.12.2022;14:57;1.2
3962;19.12.2022;15:09;1.5
3963;19.12.2022;15:21;1
3964;19.12.2022;15:33;1.1
3965;19.12.2022;15:45;1.2
3966;19.12.2022;15:57;1
3967;19.12.2022;16:09;1.6
3968;19.12.2022;16:21;1.1
3969;19.12.2022;16:33;1.3
3970;19.12.2022;16:45;1.2
3971;19.12.2022;16:57;1.3
3972;19.12.2022;17:09;1.6
3973;19.12.2022;17:21;1.5
3974;19.12.2022;17:33;1
3975;19.12.2022;17:45;1
3976;19.12.2022;17:57;1.1
3977;19.12.2022;18:09;1.1
3978;19.12.2022;18:21;1.4
3979;19.12.2022;18:33;1.4
3980;19.12.2022;18:45;1.3
3981;19.12.2022;18:57;1.6
3982;19.12.2022;19:09;1.3
3983;19.12.2022;19:21;1.2
3984;19.12.2022;19:33;1.2
3985;19.12.2022;19:45;1.4
3986;19.12.2022;19:57;1.4
3987;19.12.2022;20:09;1.4
3988;19.12.2022;20:21;1.4
3989;19.12.2022;20:33;1.6
3990;19.12.2022;20:45;1.6
3991;19.12.2022;20:57;1.4
3992;19.12.2022;21:09;1.2
3993;19.12.2022;21:21;1
3994;19.12.2022;21:33;1.2
3995;19.12.2022;21:45;1.4
